,Date_Reported,EventID,CaseID,Offense_Category,Offense_Description,Initial_Incident_Category,Initial_Incident_Description,Final_Incident_Category,Final_Incident_Description,Date_From,Date_To,Location,Location_Type,Disposition
667,2024-01-13 00:40,24-01-13-012902,2400153,BURGLARY-MOTOR VEHICLE,Burglary-Motor Vehicle,TRAFFIC,Vehicle Trouble,BURGLARY-MOTOR VEHICLE,Burglary-Motor Vehicle,2024-01-13 00:30,2024-01-13 00:30,2600 Block Of  PORTLAND ST,Non-campus building or property,Inactive Investigation
668,2024-01-13 00:00,24-01-13-013006,2400154,SERVICE,Welfare Check,SERVICE,Welfare Check,SERVICE,Welfare Check,2024-01-13 00:00,2024-01-13 00:00,WEBB TOWER,On Campus Residential Facility,CLOSED
669,2024-01-12 23:57,24-01-12-012873,2400152,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,2024-01-12 20:00,2024-01-12 23:50,THOMAS & DOROTHY LEAVEY LIBRARY,On Campus,Inactive Investigation
670,2024-01-12 23:55,24-01-12-012866,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-12 23:55,2024-01-12 23:55,2700 Block Of  ELLENDALE PL,Non-reportable location,UNABLE TO LOCATE - GONE ON ARRIVAL
671,2024-01-12 23:38,24-01-12-012857,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-12 23:38,2024-01-12 23:38,36TH PL & CATALINA ST,Non-reportable location,ADVISED & COMPLIED
672,2024-01-12 23:23,24-01-12-012851,2400150,SERVICE,Party/Event Shut Down,LA MUNICIPAL CODE,Loud and Raucous Noise,SERVICE,Party/Event Shut Down,2024-01-12 23:00,2024-01-12 23:00,2800 Block Of  MENLO AV,Non-reportable location,Inactive Investigation
673,2024-01-12 23:11,24-01-12-012839,,,,LA MUNICIPAL CODE,Public Urination,LA MUNICIPAL CODE,Public Urination,2024-01-12 23:11,2024-01-12 23:11,ROCK & REILLY'S,On Campus,TRANSPORTED BY LAFD PARAMEDICS
674,2024-01-12 23:06,24-01-12-012835,2400151,SERVICE,Party/Event Shut Down,LA MUNICIPAL CODE,Loud and Raucous Noise,SERVICE,Party/Event Shut Down,2024-01-12 23:00,2024-01-12 23:00,1100 Block Of  30TH ST,Non-reportable location,Inactive Investigation
675,2024-01-12 22:39,24-01-12-012810,2400149,SERVICE,Party/Event Shut Down,LA MUNICIPAL CODE,Loud and Raucous Noise,SERVICE,Party/Event Shut Down,2024-01-12 22:30,2024-01-12 23:30,30TH PL & VERMONT AV,Non-reportable location,Inactive Investigation
676,2024-01-12 22:23,24-01-12-012797,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-12 22:23,2024-01-12 22:23,2800 Block Of  MENLO AV,Non-reportable location,UNABLE TO LOCATE - GONE ON ARRIVAL
677,2024-01-12 22:17,24-01-12-012789,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-12 22:17,2024-01-12 22:17,1100 Block Of  30TH ST,Non-reportable location,ADVISED & COMPLIED
678,2024-01-12 22:17,24-01-12-012787,2400148,SERVICE,Welfare Check,SERVICE,Welfare Check,SERVICE,Welfare Check,2024-01-12 22:10,2024-01-12 22:10,1100 Block Of  29TH ST,Non-reportable location,CLOSED
679,2024-01-12 22:03,24-01-12-012776,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-12 22:03,2024-01-12 22:03,CARDINAL GARDENS,On Campus Residential Facility,CANCELLED EVENT
680,2024-01-12 21:29,24-01-12-012747,2400147,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,2024-01-11 22:00,2024-01-12 08:00,37TH DR & RAYMOND AV,Non-reportable location,Inactive Investigation
681,2024-01-12 21:22,24-01-12-012740,2400155,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,2024-01-12 21:20,2024-01-12 21:20,TARGET EXPRESS,On Campus,Inactive Investigation
682,2024-01-12 19:26,24-01-12-012672,2400144,PROPERTY,Damaged Property,PROPERTY,Damaged Property,PROPERTY,Damaged Property,2024-01-12 07:00,2024-01-12 19:26,DOWNEY WAY STRUCTURE,On Campus,Inactive Investigation
683,2024-01-12 19:11,24-01-12-012666,2400145,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,2024-01-12 19:00,2024-01-12 19:00,MCCLINTOCK AVE. ENTRANCE,On Campus,Inactive Investigation
684,2024-01-12 18:45,24-01-12-012647,2400146,THEFT-MOTOR VEHICLE,Theft from Motor Vehicle,THEFT-MOTOR VEHICLE,Theft from Motor Vehicle,THEFT-MOTOR VEHICLE,Theft from Motor Vehicle,2024-01-12 08:40,2024-01-12 18:30,ROYAL STREET STRUCTURE,On Campus,Inactive Investigation
685,2024-01-12 18:27,24-01-12-012633,2400143,SERVICE,Injury Response,SERVICE,Injury Response,SERVICE,Injury Response,2024-01-12 18:07,2024-01-12 18:07,PHYSICAL EDUCATION BUILDING,On Campus,CLOSED
686,2024-01-12 17:29,24-01-12-012602,2400142,TRAFFIC,Traffic Collision Without Injuries,TRAFFIC,Traffic Collision Without Injuries,TRAFFIC,Traffic Collision Without Injuries,2024-01-12 17:29,2024-01-12 17:29,DOWNEY WY & WATT WY,On Campus,CLOSED
687,2024-01-12 15:54,24-01-12-012516,2400141,THEFT-PETTY,Theft Bicycle,THEFT-PETTY,Theft Bicycle,THEFT-PETTY,Theft Bicycle,2023-12-14 10:00,2024-01-07 23:59,1100 Block Of  30TH ST,Non-reportable location,Inactive Investigation
688,2024-01-12 14:13,24-01-12-012441,2400140,BURGLARY,Burglary-Hot Prowl // MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,BURGLARY,Burglary-Hot Prowl,2024-01-11 21:00,2024-01-12 13:00,2600 Block Of  SEVERANCE ST,Non-campus building or property,Inactive Investigation
689,2024-01-12 12:59,24-01-12-012377,2400139,DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",2024-01-12 12:59,2024-01-12 12:59,JOHN HUBBARD HALL,On Campus,Inactive Investigation
690,2024-01-12 11:42,24-01-12-012329,2400137,SERVICE,Illness Response,SERVICE,Illness Response,SERVICE,Illness Response,2024-01-12 11:42,2024-01-12 11:42,THE KATHLEEN L. MCCARTHY HONORS HOUSE,On Campus Residential Facility,CLOSED
691,2024-01-12 11:32,24-01-12-012323,2400138,PROPERTY,Recovered Property Without a Crime,PROPERTY,Lost/Missing Property,PROPERTY,Recovered Property Without a Crime,2024-01-11 11:00,2024-01-11 11:00,THE KATHLEEN L. MCCARTHY HONORS HOUSE,On Campus Residential Facility,Inactive Investigation
692,2024-01-12 10:36,24-01-12-012282,,,,FIRE,Fire-Trash,FIRE,Fire-Trash,2024-01-12 10:36,2024-01-12 10:36,EXPOSITION BL & TROUSDALE PKY,Public property,LAFD RESPONDING & WILL HANDLE
693,2024-01-12 10:36,24-01-12-012280,2400136,THEFT-PETTY,Shoplifting,OFFICER STATUS,Out for Investigation,THEFT-PETTY,Shoplifting,2024-01-12 10:36,2024-01-12 10:36,PERTUSATI UNIVERSITY BOOKSTORE,On Campus,Inactive Investigation
694,2024-01-12 04:34,24-01-12-012031,2400135,TRESPASS,Trespassing,TRESPASS,Trespassing,TRESPASS,Trespassing.1,2024-01-12 04:25,2024-01-12 04:25,JOSEPH MEDICINE CROW CENTER FOR PUBLIC & INTERNATIONAL AFFAIRS,On Campus,Inactive Investigation
695,2024-01-12 03:05,24-01-12-011934,2400134,OBSCENE ACTIVITY,Indecent Exposure,OBSCENE ACTIVITY,Lewd Conduct,OBSCENE ACTIVITY,Indecent Exposure,2024-01-11 22:53,2024-01-11 22:53,PERTUSATI UNIVERSITY BOOKSTORE,On Campus,Inactive Investigation
696,2024-01-12 00:55,24-01-12-011892,2400133,SERVICE,Welfare Check,SERVICE,Welfare Check,SERVICE,Welfare Check,2024-01-12 00:55,2024-01-12 00:55,MCCARTHY WAY ENTRANCE,On Campus,CLOSED
697,2024-01-12 00:00,24-01-12-011850,2400132,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-12 00:00,2024-01-12 00:00,700 Block Of  28TH ST,Non-reportable location,Inactive Investigation
698,2024-01-11 22:56,24-01-11-011777,2400131,OBSCENE ACTIVITY,Indecent Exposure,OBSCENE ACTIVITY,Lewd Conduct,OBSCENE ACTIVITY,Indecent Exposure,2024-01-11 22:45,2024-01-11 22:46,MICHELSON CENTER FOR CONVERGENT BIOSCIENCE,On Campus,Inactive Investigation
699,2024-01-11 20:38,24-01-11-011630,2400130,SERVICE,Welfare Check,SERVICE,Welfare Check,SERVICE,Welfare Check,2024-01-11 20:38,2024-01-11 20:38,CARDINAL GARDENS,On Campus Residential Facility,CLOSED
700,2024-01-11 19:57,24-01-11-011599,2400129,THEFT-GRAND,Theft Grand-Plain,THEFT-GRAND,Theft Grand-Plain,THEFT-GRAND,Theft Grand-Plain,2024-01-11 17:30,2024-01-11 17:35,ALLYSON FELIX FIELD,On Campus,Inactive Investigation
701,2024-01-11 19:30,24-01-11-011577,2400128,SERVICE,Incident Report - No Crime,OFFICER STATUS,Notification,SERVICE,Incident Report - No Crime,2024-01-11 19:30,2024-01-11 19:30,UNIVERSITY GATEWAY APARTMENTS,On Campus Residential Facility,Inactive Investigation
702,2024-01-11 17:30,24-01-11-011488,2400126,THEFT-GRAND,Theft Grand-Trick or Device,THEFT-GRAND,Theft Grand-Trick or Device,THEFT-GRAND,Theft Grand-Trick or Device,2024-01-10 08:50,2024-01-10 08:50,1400 Block Of  29TH ST,Non-reportable location,Inactive Investigation
703,2024-01-11 17:01,24-01-11-011436,2400125,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,2024-01-10 16:00,2024-01-11 10:00,ELISABETH VON KLEINSMID MEMORIAL RESIDENCE HALL,On Campus Residential Facility,Inactive Investigation
704,2024-01-11 16:37,24-01-11-011405,2400123,ASSAULT-OTHER,"Assault - Other Simple, Not Aggravated",SERVICE,Incident Report - No Crime,ASSAULT-OTHER,"Assault - Other Simple, Not Aggravated",2024-01-11 16:32,2024-01-11 16:32,ALLYSON FELIX FIELD,On Campus,Inactive Investigation
705,2024-01-11 16:06,24-01-11-011380,2400124,DISTURBANCE,Disturbing The Peace,DISORDERLY CONDUCT,"Prowling, Loitering",DISTURBANCE,Disturbing The Peace,2024-01-11 16:06,2024-01-11 16:06,FLOWER STREET STRUCTURE,On Campus,Inactive Investigation
706,2024-01-11 16:00,24-01-16-016444,2400208,BATTERY,Battery,BATTERY,Battery,BATTERY,Battery,2023-11-23 16:30,2023-11-23 16:30,UPC PUBLIC SAFETY OFFICE,On Campus,Open
707,2024-01-11 15:54,24-01-11-011372,2400122,ROBBERY,Robbery-Fear,OFFICER STATUS,LAPD Radio Call,ROBBERY,Robbery - Firearm,2024-01-11 15:54,2024-01-11 15:54,30TH PL & CATALINA ST,Non-reportable location,Inactive Investigation
708,2024-01-11 15:08,24-01-11-011305,2400121,FIRE,Fire-Trash,FIRE,Fire-Trash,FIRE,Fire-Trash,2024-01-11 15:08,2024-01-11 15:08,CARDINAL GARDENS,On Campus Residential Facility,CLOSED
709,2024-01-11 14:34,24-01-11-011261,2400119,FIRE,Alarm Activation,FIRE,Alarm Activation,FIRE,Alarm Activation,2024-01-11 14:34,2024-01-11 14:34,JOHN STAUFFER PHARMACEUTICAL SCIENCES CENTER,On Campus,CLOSED
710,2024-01-11 13:53,24-01-11-011214,2400120,SERVICE,Illness Response,SERVICE,Illness Response,SERVICE,Illness Response,2024-01-11 13:53,2024-01-11 13:53,UNIVERSITY GATEWAY APARTMENTS,On Campus Residential Facility,CLOSED
711,2024-01-11 12:04,24-01-11-011092,2400117,DISORDERLY CONDUCT,Prostitution,DISORDERLY CONDUCT,Prostitution,DISORDERLY CONDUCT,Prostitution,2024-01-03 00:01,2024-01-03 22:00,OUTSIDE USC AREA,Non-reportable location,CLOSED
712,2024-01-11 11:19,24-01-11-011053,2400118,SERVICE,Welfare Check,OFFICER STATUS,LAPD Radio Call,SERVICE,Welfare Check,2024-01-11 11:19,2024-01-11 11:19,HEALTHCARE CENTER 2,On Campus,CLOSED
713,2024-01-11 09:19,24-01-11-010948,2400116,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,2024-01-10 22:00,2024-01-11 09:00,MCCLINTOCK APARTMENTS BUILDING TWO,On Campus Residential Facility,Open
714,2024-01-11 08:34,24-01-11-010920,2400115,PROPERTY,Recovered Property Without a Crime,OFFICER STATUS,Stakeout,PROPERTY,Recovered Property Without a Crime,2024-01-11 08:34,2024-01-11 08:34,28TH ST & UNIVERSITY AV,Non-reportable location,CLOSED
715,2024-01-11 02:45,24-01-11-010678,,,,SERVICE,Emergency Phone Activation,TRESPASS,Trespassing,2024-01-11 02:45,2024-01-11 02:45,USC SHRINE STRUCTURE,On Campus,ADVISED & COMPLIED
716,2024-01-11 02:23,24-01-11-010672,2400114,ALARM RESPONSE,Gas Alarm,ALARM RESPONSE,Gas Alarm,ALARM RESPONSE,Gas Alarm,2024-01-11 02:23,2024-01-11 02:23,MICHELSON CENTER FOR CONVERGENT BIOSCIENCE,On Campus,CLOSED
717,2024-01-11 02:08,24-01-11-010662,,,,TRESPASS,Trespassing,TRESPASS,Trespassing,2024-01-11 02:08,2024-01-11 02:08,1200 Block Of  37TH DR,Non-reportable location,ADVISED & COMPLIED
718,2024-01-11 00:43,24-01-11-010606,,,,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,2024-01-11 00:43,2024-01-11 00:43,3000 Block Of  FIGUEROA ST,Non-reportable location,REQUEST COMPLETED
719,2024-01-11 00:40,24-01-11-010601,,,,TRESPASS,Trespassing,TRESPASS,Trespassing,2024-01-11 00:40,2024-01-11 00:40,700 Block Of  32ND ST,Non-reportable location,ADVISED & COMPLIED
720,2024-01-10 23:41,24-01-10-010548,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-10 23:41,2024-01-10 23:41,1100 Block Of  ADAMS BL,Non-reportable location,ADVISED & COMPLIED
721,2024-01-10 21:30,24-01-11-010571,2400113,SERVICE,Injury Response,SERVICE,Injury Response,SERVICE,Injury Response,2024-01-10 21:30,2024-01-10 21:30,UPC PUBLIC SAFETY OFFICE,On Campus,CLOSED
722,2024-01-10 20:57,24-01-10-010377,2400112,VANDALISM,Vandalism,OFFICER STATUS,Out for Investigation,VANDALISM,Vandalism,2024-01-10 20:57,2024-01-10 20:57,TARGET EXPRESS,On Campus,Inactive Investigation
723,2024-01-10 20:36,24-01-10-010368,2400111,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,2024-01-10 19:48,2024-01-10 19:48,PERTUSATI UNIVERSITY BOOKSTORE,On Campus,Inactive Investigation
724,2024-01-10 20:33,24-01-10-010360,2400110,BATTERY,Battery,BATTERY,Battery,BATTERY,Battery,2023-01-01 00:00,2023-12-19 11:06,900 Block Of  28TH ST,Non-reportable location,Inactive Investigation
725,2024-01-10 20:30,24-01-10-010358,,,,FIRE,Fire-Trash,FIRE,Fire-Trash,2024-01-10 20:30,2024-01-10 20:30,2700 Block Of  HOOVER ST,Non-campus building or property,LAFD RESPONDING & WILL HANDLE
726,2024-01-10 20:09,24-01-10-010348,2400108,DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",2024-01-10 20:05,2024-01-10 20:05,FIGUEROA STREET STRUCTURE,On Campus,Inactive Investigation
727,2024-01-10 20:00,24-01-10-010335,2400127,HARASSMENT,Stalking,OFFICER STATUS,Out for Investigation,HARASSMENT,Stalking,2024-01-10 20:00,2024-01-10 21:30,GALEN EVENT CENTER,On Campus,Investigation Continued
728,2024-01-10 19:35,24-01-10-010312,2400109,TRESPASS,Trespassing,OFFICER STATUS,Stakeout,TRESPASS,Trespassing,2024-01-10 19:35,2024-01-10 19:35,MCCLINTOCK AVE. ENTRANCE,On Campus,Inactive Investigation
729,2024-01-10 19:14,24-01-10-010300,,,,VEHICLE CODE,Hit & Run  Felony,VEHICLE CODE,Hit & Run Felony,2024-01-10 19:14,2024-01-10 19:14,27TH ST & HOOVER ST,Non-reportable location,LAPD ON SCENE & WILL HANDLE
730,2024-01-10 19:06,24-01-10-010291,,,,TRESPASS,Trespassing,TRESPASS,Trespassing,2024-01-10 19:06,2024-01-10 19:06,THE KATHLEEN L. MCCARTHY HONORS HOUSE,On Campus Residential Facility,ADVISED & COMPLIED
731,2024-01-10 19:04,24-01-10-010289,,,,TRESPASS,Trespassing,TRESPASS,Trespassing,2024-01-10 19:04,2024-01-10 19:04,700 Block Of  ADAMS BL,Non-campus building or property,UNABLE TO LOCATE - GONE ON ARRIVAL
732,2024-01-10 18:05,24-01-10-010244,,,,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,2024-01-10 18:05,2024-01-10 18:05,CENTER OF CAMPUS,On Campus,RESOLVED UPON ARRIVAL
733,2024-01-10 16:48,24-01-10-010194,2400106,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,2024-01-10 16:48,2024-01-10 16:48,TARGET EXPRESS,On Campus,Inactive Investigation
734,2024-01-10 15:56,24-01-10-010151,,,,DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",2024-01-10 15:56,2024-01-10 15:56,FIGUEROA STREET STRUCTURE,On Campus,UNABLE TO LOCATE - GONE ON ARRIVAL
735,2024-01-10 15:40,24-01-10-010133,2400107,TRESPASS,Trespassing,INCIDENT,Dispute,TRESPASS,Trespassing,2024-01-10 15:40,2024-01-10 15:40,GENERAL WILLIAM LYON UNIVERSITY CENTER,On Campus,Cleared Arrest
736,2024-01-10 15:34,24-01-10-010130,2400104,SERVICE,Injury Response,SERVICE,Injury Response,SERVICE,Injury Response,2024-01-10 15:34,2024-01-10 15:34,GENERAL WILLIAM LYON UNIVERSITY CENTER,On Campus,CLOSED
737,2024-01-10 15:28,24-01-10-010126,2400103,PROPERTY,Damaged Property,PROPERTY,Damaged Property,PROPERTY,Damaged Property,2024-01-10 13:55,2024-01-10 13:55,DOWNEY WAY STRUCTURE,On Campus,CLOSED
738,2024-01-10 15:22,24-01-10-010115,2400105,SERVICE,Incident Report - No Crime,MOTOR VEHICLE THEFT,Grand Theft Auto,SERVICE,Incident Report - No Crime,2024-01-10 13:53,2024-01-10 13:53,800 Block Of  28TH ST,Non-campus building or property,Inactive Investigation
739,2024-01-10 14:18,24-01-10-010055,,,,MOTOR VEHICLE THEFT,Grand Theft Auto,SERVICE,Incident Report - No Crime,2024-01-10 14:18,2024-01-10 14:18,36TH PL & CATALINA ST,Non-reportable location,NO CRIME OCCURRED; NO REPORT TAKEN
740,2024-01-10 11:02,24-01-10-009837,2400101,THEFT-PETTY,Theft Bicycle,THEFT-PETTY,Theft Bicycle,THEFT-PETTY,Theft Bicycle,2023-12-10 18:00,2024-01-08 20:00,DAVID X. MARKS TOWER,On Campus Residential Facility,Inactive Investigation
741,2024-01-10 10:55,24-01-10-009824,2400100,THEFT-PETTY,Theft Bicycle,THEFT-PETTY,Theft Bicycle,THEFT-PETTY,Theft Bicycle,2023-12-12 17:00,2024-01-07 23:30,PARKSIDE RESIDENTIAL BUILDING,On Campus Residential Facility,Inactive Investigation
742,2024-01-10 10:47,24-01-10-009813,2400099,BATTERY,Battery,BATTERY,Battery,BATTERY,Battery,2024-01-10 10:35,2024-01-10 10:35,EXPOSITION BL & VERMONT AV,Public property,Inactive Investigation
743,2024-01-10 09:05,24-01-10-009714,2400098,SERVICE,Injury Response,SERVICE,Injury Response,SERVICE,Injury Response,2024-01-10 08:45,2024-01-10 08:45,FIGUEROA STREET STRUCTURE,On Campus,CLOSED
744,2024-01-10 06:49,24-01-10-009614,,,,DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",2024-01-10 06:49,2024-01-10 06:49,3400 Block Of  GRAND AV,Non-campus building or property,UNABLE TO LOCATE - GONE ON ARRIVAL
745,2024-01-10 01:13,24-01-10-009404,2400097,THEFT-PETTY,Shoplifting,THEFT-PETTY,Shoplifting,THEFT-PETTY,Shoplifting,2024-01-10 01:13,2024-01-10 01:13,3300 Block Of  FIGUEROA ST,Non-reportable location,Inactive Investigation
746,2024-01-09 22:47,24-01-09-009297,2400094,PROPERTY,Recovered/Impounded Bicycle/Scooter,PROPERTY,Recovered/Impounded Bicycle/Scooter,PROPERTY,Recovered/Impounded Bicycle/Scooter,2024-01-09 22:47,2024-01-09 22:47,TRADER JOE'S,On Campus,CLOSED
747,2024-01-09 21:50,24-01-09-009254,2400093,DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",2024-01-09 21:50,2024-01-09 21:50,3000 Block Of  SHRINE PL,Non-reportable location,Inactive Investigation
748,2024-01-09 20:51,24-01-09-009217,,,,DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",2024-01-09 20:51,2024-01-09 20:51,RAY R. IRANI HALL,On Campus,UNABLE TO LOCATE - GONE ON ARRIVAL
749,2024-01-09 20:47,24-01-09-009191,2400095,DISTURBANCE,Disturbing The Peace,ADMINISTRATIVE,Camera Observation,DISTURBANCE,Disturbing The Peace.1,2024-01-09 20:47,2024-01-09 20:47,3500 Block Of  FIGUEROA ST,Non-reportable location,Inactive Investigation
750,2024-01-09 20:30,24-01-09-009225,2400092,VANDALISM,Vandalism,PROPERTY,Damaged Property,VANDALISM,Vandalism,2024-01-09 20:21,2024-01-09 20:22,CHILDS WY & PARDEE WY,On Campus,Cleared Arrest
751,2024-01-09 20:07,24-01-09-009341,2400096,THEFT-PETTY,Theft Petty - Plain,ADMINISTRATIVE,Camera Observation,THEFT-PETTY,Theft Petty - Plain,2024-01-09 20:07,2024-01-09 20:07,2600 Block Of  SEVERANCE ST,Non-campus building or property,Inactive Investigation
752,2024-01-09 19:53,24-01-09-009174,,,,DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",2024-01-09 19:53,2024-01-09 19:53,FLOWER STREET STRUCTURE,On Campus,UNABLE TO LOCATE - GONE ON ARRIVAL
753,2024-01-09 19:52,24-01-09-009181,2400091,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,2024-01-09 17:00,2024-01-09 19:20,SEELEY G. MUDD BUILDING,On Campus,Inactive Investigation
754,2024-01-09 19:37,24-01-09-009170,2400090,EXTORTION,Extortion,EXTORTION,Extortion,EXTORTION,Extortion,2024-01-08 16:30,2024-01-08 16:30,2700 Block Of  ELLENDALE PL,Non-reportable location,Inactive Investigation
755,2024-01-09 19:12,24-01-09-009147,2400089,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,2024-01-09 18:45,2024-01-09 19:10,BRITTINGHAM INTRAMURAL FIELD,On Campus,Inactive Investigation
756,2024-01-09 18:15,24-01-09-009094,,,,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,2024-01-09 18:15,2024-01-09 18:15,2600 Block Of  MENLO AV,Non-reportable location,UNABLE TO LOCATE - GONE ON ARRIVAL
757,2024-01-09 16:49,24-01-09-009012,2400088,TRAFFIC,Traffic Collision Without Injuries,VEHICLE CODE,Hit & Run  Misdemeanor,TRAFFIC,Traffic Collision Without Injuries,2024-01-09 16:49,2024-01-09 16:49,DOWNEY WY & WATT WY,On Campus,CLOSED
758,2024-01-09 16:34,24-01-09-008999,2400102,OBSCENE ACTIVITY,Lewd Conduct,OBSCENE ACTIVITY,Lewd Conduct,OBSCENE ACTIVITY,Lewd Conduct,2024-01-09 16:34,2024-01-10 13:20,1100 Block Of  27TH ST,Non-reportable location,Inactive Investigation
759,2024-01-09 15:05,24-01-09-008915,2400087,TRESPASS,Trespassing,OBSERVATIONS,Unhoused Activity,TRESPASS,Trespassing,2024-01-09 15:05,2024-01-09 15:05,HEDCO NEUROSCIENCES BUILDING,On Campus,Open
760,2024-01-09 11:35,24-01-09-008684,2400086,THEFT-PETTY,Shoplifting,OBSERVATIONS,Unhoused Activity,THEFT-PETTY,Shoplifting,2024-01-09 11:35,2024-01-09 11:35,PERTUSATI UNIVERSITY BOOKSTORE,On Campus,Inactive Investigation
